Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN78211_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11623_c1_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN67614_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN109291_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN23939_c0_g2_i1	1.0	1.0	0.0	0.0	0.0	2.0
TRINITY_DN15103_c0_g1_i4	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c0_g2_i18	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN42226_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55521_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN88361_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN83190_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20380_c1_g1_i12	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN139099_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN136391_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN134648_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN101563_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41359_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN78104_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39483_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN114065_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN130761_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53632_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN68334_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN146180_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9535_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18428_c0_g1_i1	8.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN103035_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27237_c0_g1_i12	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN64212_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30665_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9622_c0_g2_i9	0.0	0.0	0.0	0.0	0.0	5.0
TRINITY_DN63379_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN84163_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN42541_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN140299_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN80086_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN96015_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN141909_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN29593_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53534_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58462_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN66750_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN41372_c1_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92980_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN120064_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN24469_c2_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN107701_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN12084_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133395_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN142505_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41158_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN12082_c0_g2_i6	4.6	1.3	0.0	0.0	0.0	0.0
TRINITY_DN124462_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50355_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN27244_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56931_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN71006_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26203_c0_g2_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN55618_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53230_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN131876_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55708_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN59135_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40698_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51041_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108217_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN83534_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63679_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46957_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN143205_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN65446_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN78918_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82544_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12084_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12082_c0_g2_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50493_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140325_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34994_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN112493_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN12082_c0_g2_i10	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i31	4.2	2.4	0.0	0.0	1.2	86.9
TRINITY_DN23511_c0_g1_i3	0.0	0.0	0.0	0.0	0.3	0.0
TRINITY_DN12426_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33680_c0_g1_i5	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN29920_c2_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN80177_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN43929_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN68160_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81465_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i10	0.0	0.0	0.0	0.0	0.0	23.1
TRINITY_DN20380_c2_g1_i1	0.0	1.5	0.0	0.0	0.0	0.0
TRINITY_DN48379_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN102570_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41478_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60487_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66311_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN119722_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19039_c0_g1_i9	6.7	3.7	0.0	0.0	0.0	0.0
TRINITY_DN52274_c0_g1_i2	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN35468_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN35468_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN11848_c0_g1_i4	2.4	2.5	0.0	0.0	0.0	1.0
TRINITY_DN23511_c0_g1_i2	0.0	0.0	0.0	0.0	0.3	0.0
TRINITY_DN13732_c0_g1_i4	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN23511_c0_g1_i1	0.0	0.0	0.0	0.0	0.3	0.0
TRINITY_DN13732_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5036_c0_g1_i15	0.0	2.1	0.0	0.0	4.0	0.0
TRINITY_DN17910_c0_g1_i14	3.2	4.8	0.0	0.0	1.0	1.8
TRINITY_DN8822_c0_g1_i14	0.0	0.0	0.0	0.0	2.4	0.0
TRINITY_DN104211_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN118223_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN123766_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN139074_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111113_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111170_c0_g1_i1	0.0	0.0	0.0	6.0	0.0	0.0
TRINITY_DN121057_c0_g1_i1	1.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN115423_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN141148_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN118646_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120240_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120232_c0_g1_i1	3.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN117327_c0_g1_i1	0.0	0.0	0.0	7.0	0.0	0.0
TRINITY_DN138485_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124340_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN119523_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN134816_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN134841_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124794_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN121981_c0_g1_i1	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN110042_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN126887_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN138804_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140900_c0_g1_i1	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN140819_c0_g1_i1	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN142440_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN118310_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN118378_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN138349_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN134662_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111921_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111958_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111427_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN112591_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140538_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN109483_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN119938_c0_g1_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN119998_c0_g1_i1	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN119990_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128511_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN134361_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105824_c0_g1_i1	0.0	0.0	0.0	13.0	0.0	0.0
TRINITY_DN109378_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN107690_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN107608_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133186_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120984_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120907_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN106846_c0_g1_i1	6.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN118587_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN141836_c0_g1_i1	0.0	0.0	0.0	15.0	0.0	0.0
TRINITY_DN127406_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106976_c0_g1_i1	0.0	0.0	0.0	8.0	0.0	0.0
TRINITY_DN106920_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105623_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106710_c0_g1_i1	0.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN140088_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN114716_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN109811_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN112667_c0_g1_i1	0.0	0.0	0.0	18.0	0.0	0.0
TRINITY_DN122221_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN134792_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108510_c0_g1_i1	0.0	0.0	0.0	26.0	0.0	0.0
TRINITY_DN107253_c0_g1_i1	6.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN126212_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN100507_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124550_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN104677_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN116452_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN139831_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN106389_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106387_c0_g1_i1	0.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN119710_c0_g1_i1	0.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN121357_c0_g1_i1	2.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN129140_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN125259_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140219_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140255_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN127056_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108451_c0_g1_i1	0.0	0.0	0.0	21.0	0.0	0.0
TRINITY_DN110310_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN122017_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120671_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120486_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN109656_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN110137_c0_g1_i1	0.0	0.0	0.0	9.0	0.0	0.0
TRINITY_DN104043_c0_g1_i1	2.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN136647_c0_g1_i1	2.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN136668_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN109058_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN109069_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN137141_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN134904_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN121271_c0_g1_i1	0.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN118904_c0_g1_i1	0.0	0.0	0.0	15.0	0.0	0.0
TRINITY_DN139651_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN110636_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN119318_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN112714_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133570_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN125606_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN132758_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119459_c0_g1_i1	0.0	0.0	0.0	6.7	0.0	0.0
TRINITY_DN119459_c0_g1_i2	0.0	0.0	0.0	9.3	0.0	0.0
TRINITY_DN119410_c0_g1_i1	0.0	0.0	0.0	7.0	0.0	0.0
TRINITY_DN135941_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN138285_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN137306_c0_g1_i1	3.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN137350_c0_g1_i1	2.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN134136_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN134147_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN139354_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN121704_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN121772_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN121746_c0_g1_i1	0.0	0.0	0.0	14.0	0.0	0.0
TRINITY_DN107304_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN136412_c0_g1_i1	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN135757_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN118846_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN118845_c0_g1_i1	0.0	1.0	0.0	0.0	2.0	0.0
TRINITY_DN105387_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105376_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN133851_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133854_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN136786_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN125769_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN27437_c0_g1_i10	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN27437_c0_g1_i12	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27437_c0_g1_i6	0.0	2.0	0.0	0.0	0.0	2.5
TRINITY_DN22228_c0_g1_i1	1.0	0.5	0.0	0.0	0.0	0.0
TRINITY_DN22228_c0_g1_i2	1.0	0.5	0.0	0.0	0.0	0.0
TRINITY_DN62977_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN61191_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52691_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN52644_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN42455_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN28340_c0_g1_i1	1.0	0.0	0.0	0.0	3.0	0.0
TRINITY_DN91974_c0_g1_i1	0.0	0.0	0.0	15.0	0.0	0.0
TRINITY_DN54362_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN54362_c0_g2_i1	0.0	0.0	0.0	0.0	2.0	1.0
TRINITY_DN4445_c0_g1_i7	6.8	0.0	0.0	0.0	5.0	7.0
TRINITY_DN11995_c0_g1_i1	0.0	0.0	0.0	87.0	0.0	0.0
TRINITY_DN48701_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN90358_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN49254_c0_g2_i1	2.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN49226_c0_g1_i2	3.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN45637_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60339_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60334_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60389_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59004_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59086_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59086_c0_g2_i1	1.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN59087_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59013_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN39576_c0_g1_i2	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN39507_c0_g1_i1	8.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN3782_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN3782_c0_g1_i14	2.8	0.0	0.0	0.0	0.0	43.5
TRINITY_DN3782_c0_g1_i18	0.0	0.0	0.0	0.0	1.6	215.6
TRINITY_DN3782_c0_g1_i4	6.0	0.0	0.0	0.0	3.9	0.0
TRINITY_DN3782_c0_g1_i7	0.0	0.0	0.0	0.0	4.1	0.0
TRINITY_DN69534_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54730_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54752_c0_g1_i1	2.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN1375_c0_g1_i75	3.1	0.0	0.0	0.0	0.0	0.0
TRINITY_DN77319_c0_g1_i1	1.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN26603_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54267_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54291_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54281_c0_g1_i3	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN48116_c0_g3_i1	3.0	1.0	0.0	0.0	0.0	2.0
TRINITY_DN66362_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66310_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66379_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41155_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41173_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN69791_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41690_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41605_c0_g4_i1	2.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN13688_c0_g1_i4	2.7	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13688_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN5271_c0_g1_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58648_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46082_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75411_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN75428_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN60658_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN60684_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60677_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57724_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN63084_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN36869_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36869_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN36883_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94769_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94714_c0_g1_i1	0.0	0.0	0.0	9.0	0.0	0.0
TRINITY_DN93_c0_g1_i23	67.2	5.4	0.0	0.0	0.0	57.4
TRINITY_DN57637_c0_g1_i1	0.0	0.0	0.0	17.0	0.0	0.0
TRINITY_DN76716_c0_g1_i1	0.0	0.0	0.0	8.0	0.0	0.0
TRINITY_DN76795_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN76789_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25150_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	8.3
TRINITY_DN59523_c0_g1_i1	2.0	0.0	0.0	0.0	1.0	0.0
