Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN110849_c0_g1_i1	3.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN106345_c0_g1_i1	1.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN121349_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN126952_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN126606_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN121252_c0_g1_i1	0.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN124184_c0_g1_i1	0.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN104738_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN136972_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN136175_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN44494_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30592_c0_g2_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39130_c0_g2_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91960_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN49234_c0_g1_i1	0.0	3.0	0.0	0.0	1.0	0.0
TRINITY_DN39590_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54281_c1_g1_i1	1.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN37005_c0_g1_i2	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN49475_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63044_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN94756_c0_g1_i1	3.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN76831_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31181_c0_g1_i1	5.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN66721_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30735_c1_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30701_c0_g2_i1	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN49333_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20619_c0_g1_i1	8.4	2.0	0.0	3.0	2.0	0.0
TRINITY_DN20619_c0_g3_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34104_c0_g1_i1	3.0	6.0	0.0	1.0	0.0	2.0
TRINITY_DN76983_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22761_c0_g1_i2	0.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN22761_c0_g2_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN38225_c0_g2_i2	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN38225_c0_g3_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41733_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10640_c0_g2_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN23783_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45438_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82818_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66163_c0_g1_i1	0.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN75289_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56661_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46150_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN93697_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN15885_c0_g1_i7	5.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN71653_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60110_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53247_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN37196_c0_g2_i1	3.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN22824_c1_g1_i1	3.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN31950_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12729_c0_g1_i1	4.0	0.0	0.0	0.0	1.0	4.0
TRINITY_DN55922_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN52881_c0_g1_i1	3.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN52270_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52391_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41831_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41924_c0_g1_i3	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41924_c1_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82709_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27113_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN51807_c0_g1_i1	6.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN92989_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57872_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26168_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49909_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91199_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38576_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN23508_c0_g1_i2	3.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN23544_c0_g1_i6	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94673_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN27091_c0_g2_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN26278_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32274_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56221_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN20125_c0_g1_i1	5.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN20125_c7_g1_i1	2.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN51702_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN24048_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31454_c0_g1_i1	0.5	0.0	0.0	0.5	0.0	0.0
TRINITY_DN56882_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51445_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN122849_c0_g1_i1	3.0	2.0	0.0	0.0	0.0	3.0
TRINITY_DN41578_c0_g1_i1	2.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN89446_c0_g1_i1	2.0	4.0	0.0	0.0	3.0	21.0
TRINITY_DN98236_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN131129_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN28565_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g1_i8	0.0	0.0	0.0	0.0	1.9	0.0
TRINITY_DN119808_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN143842_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN112191_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53414_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN142139_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41277_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN10578_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN43384_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN143243_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13306_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53658_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN36375_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25613_c0_g1_i5	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN26931_c0_g1_i4	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN8989_c1_g1_i1	3.0	1.0	0.0	0.0	2.0	1.0
TRINITY_DN30466_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN12082_c0_g2_i8	0.0	3.4	0.0	0.0	1.0	6.9
TRINITY_DN11258_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN37205_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15137_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20380_c4_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119666_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN80182_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN6241_c0_g1_i7	5.9	3.0	0.0	0.0	0.0	0.0
TRINITY_DN89980_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN468_c0_g1_i4	16.0	9.9	0.0	0.0	1.7	0.0
TRINITY_DN27357_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7202_c0_g1_i4	10.6	1.5	0.0	1.0	0.0	1.7
TRINITY_DN19271_c0_g1_i2	0.0	0.5	0.0	0.0	0.0	0.0
TRINITY_DN30130_c0_g1_i18	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19353_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16955_c0_g2_i7	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN3782_c0_g1_i10	7.6	0.0	0.0	0.0	0.0	7.0
TRINITY_DN30130_c0_g1_i3	16.7	0.0	0.0	0.0	0.5	0.0
TRINITY_DN27437_c0_g1_i13	0.0	0.0	0.0	0.0	0.0	1.4
TRINITY_DN39400_c0_g1_i11	0.0	0.0	0.0	0.0	4.0	0.0
TRINITY_DN40904_c0_g1_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30130_c0_g1_i24	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN118248_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN121195_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN121171_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN127159_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN133082_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN138370_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106128_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN111405_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN109470_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128559_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN107665_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN109947_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	1.0
TRINITY_DN132942_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN121509_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN102165_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105651_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN122918_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN122947_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN121417_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	1.0
TRINITY_DN133421_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN144542_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN104860_c0_g1_i1	0.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN123258_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN126964_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN127053_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN127048_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN122597_c0_g1_i1	2.0	0.0	0.0	0.0	2.0	1.0
TRINITY_DN106091_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN134950_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN123651_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN104591_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN118956_c0_g1_i1	0.0	2.0	0.0	0.0	1.0	1.0
TRINITY_DN108082_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN132737_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN135652_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN107455_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN135795_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN140142_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN135261_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN105375_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133870_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN136725_c0_g1_i1	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN48000_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN16115_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33741_c0_g1_i1	8.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61106_c0_g1_i1	4.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN54543_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN69173_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN92241_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9781_c0_g1_i1	3.0	0.0	0.0	0.0	11.0	0.0
TRINITY_DN76003_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN69605_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54291_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41163_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN13688_c0_g1_i5	0.3	1.0	0.0	3.0	3.0	0.0
TRINITY_DN74817_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN77607_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN51229_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46082_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN70058_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN76820_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN17889_c0_g2_i2	0.0	0.0	0.0	37.2	0.0	0.0
TRINITY_DN67608_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	2.0
TRINITY_DN27546_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN45393_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN30466_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10855_c0_g1_i5	0.0	4.6	0.0	0.0	0.5	3.6
TRINITY_DN92153_c0_g1_i1	1.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN92177_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN54056_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN63333_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63371_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN42108_c0_g1_i1	2.0	0.0	0.0	2.0	1.0	0.0
TRINITY_DN43395_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	1.0
TRINITY_DN97662_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27357_c0_g1_i7	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN27399_c1_g4_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN27399_c1_g4_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99229_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN75194_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75014_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN74790_c0_g1_i1	0.0	3.0	0.0	0.0	2.0	1.0
TRINITY_DN49588_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN78205_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58034_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN31313_c0_g2_i1	2.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN38220_c0_g1_i1	3.0	1.0	0.0	0.0	0.0	3.0
TRINITY_DN67814_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN28056_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92704_c0_g1_i1	2.0	1.0	0.0	1.0	1.0	0.0
TRINITY_DN59860_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN83665_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN37331_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN60758_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60772_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN34709_c2_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN97469_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN62889_c0_g1_i1	3.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN34530_c0_g1_i1	4.0	7.0	0.0	0.0	0.0	9.0
TRINITY_DN17219_c0_g1_i2	0.0	2.3	0.0	0.0	0.0	6.4
TRINITY_DN17219_c0_g1_i3	2.6	2.3	0.0	0.0	0.0	8.6
TRINITY_DN63907_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57534_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN15827_c0_g1_i1	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN63864_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63902_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN60115_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN77477_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53300_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN37192_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19616_c0_g1_i6	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45113_c0_g1_i1	0.0	3.0	0.0	0.0	2.0	0.0
TRINITY_DN35451_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35439_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46209_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18852_c0_g1_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18852_c0_g1_i3	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN31094_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56193_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22866_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN39344_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31954_c0_g3_i3	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55297_c0_g2_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN55257_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN53433_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN35350_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53110_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57226_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4763_c0_g1_i3	14.7	0.0	0.0	0.0	4.5	25.0
TRINITY_DN52270_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27792_c0_g5_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91377_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61730_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27196_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN32116_c0_g2_i1	1.0	3.0	0.0	0.0	0.0	2.0
TRINITY_DN89396_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN77274_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN33652_c0_g1_i1	0.5	0.0	0.0	0.0	0.0	1.0
TRINITY_DN33652_c0_g1_i2	0.5	1.0	0.0	0.0	0.0	1.0
TRINITY_DN81760_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN12907_c0_g2_i2	9.0	0.0	0.0	1.0	1.0	0.0
TRINITY_DN48731_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN94611_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94629_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56362_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33071_c0_g3_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53801_c0_g1_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN16485_c1_g1_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN42988_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN54405_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18679_c0_g1_i3	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN24096_c0_g1_i1	22.0	10.0	0.0	1.0	0.0	1.0
TRINITY_DN16963_c0_g1_i6	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN16955_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33270_c0_g3_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN64660_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN74613_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN49192_c0_g1_i1	3.0	2.0	0.0	0.0	1.0	1.0
TRINITY_DN32095_c0_g2_i1	1.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN75827_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN16062_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39949_c0_g2_i1	0.0	1.0	0.0	0.0	2.0	0.0
TRINITY_DN32381_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49699_c0_g1_i2	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44341_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN94480_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16848_c0_g1_i1	13.0	7.0	0.0	0.0	5.0	0.0
TRINITY_DN20377_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN129562_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15913_c0_g1_i1	2.3	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19039_c0_g1_i7	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN129000_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41359_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN114309_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN76446_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN72690_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32209_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN36456_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN131910_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26415_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137879_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN104074_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15913_c0_g1_i10	4.7	13.0	0.0	0.0	2.0	0.0
TRINITY_DN36233_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN117903_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN129296_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124692_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
